training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.57,0.89,0.76,0.6,0.7,and(!$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin0 !$MinningDifficulty_bin6 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.41,0.58,0.92,0.33,0.37,0.58,and(!$BlockSize_bin8 !$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin0 !$TransactionPerDay_bin2 !$TransactionPerDay_bin7 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.46,0.6,0.9,0.33,0.37,0.58,and(!$BlockSize_bin8 !$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.44,0.59,0.9,0.57,0.53,0.71,and(!$BlockSize_bin0 !$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.5,0.62,0.89,0.76,0.6,0.7,or(and(!$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin0 !$MinningDifficulty_bin6 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) $MinningDifficulty_bin7) 
0.42,0.58,0.89,0.76,0.6,0.7,and(or($BlockSize_bin5 !$GoldPrice_bin1) !$HashRate_bin4 !$MinningDifficulty_bin0 !$MinningDifficulty_bin6 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.42,0.58,0.89,0.76,0.6,0.7,and(or($MempoolSize_bin5 !$MinningDifficulty_bin0) !$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin6 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.42,0.58,0.89,0.48,0.4,0.59,and(!$BlockSize_bin8 !$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin6 !$TransactionPerDay_bin2 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.42,0.58,0.89,0.67,0.53,0.67,and(!$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin5 !$MinningDifficulty_bin6 !$TransactionPerDay_bin2 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
0.41,0.57,0.89,0.67,0.53,0.67,and(!$GoldPrice_bin1 !$HashRate_bin4 !$MinningDifficulty_bin6 !$TransactionPerDay_bin2 !$TransactionPerDay_bin4 !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) 
