training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.61,0.93,0.42,0.5,0.38,or(and(!$GoldPrice_bin6 !$GTrends_bin5 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) 
0.44,0.61,0.93,0.0,0.57,0.0,and(or(and(!$GTrends_bin5 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$GoldPrice_bin6) 
0.43,0.61,0.92,0.0,0.57,0.0,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin6 !$GTrends_bin5) 
0.43,0.61,0.92,0.42,0.5,0.38,and(or(and(!$GoldPrice_bin6 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$GTrends_bin5) 
0.43,0.62,0.96,0.42,0.5,0.38,or(and(!$GoldPrice_bin6 !$GTrends_bin5 $TransactionVolume_USD_bin1) and(!$MinningDifficulty_bin6 $TransactionVolume_USD_bin3)) 
0.44,0.61,0.93,0.42,0.5,0.38,or(and(!$MarketCap_bin2 !$GoldPrice_bin6 !$GTrends_bin5 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) 
0.44,0.61,0.93,0.42,0.5,0.38,or(and(!$GoldPrice_bin6 !$GTrends_bin0 !$GTrends_bin5 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) 
0.44,0.61,0.93,0.42,0.5,0.38,or(and(!$GoldPrice_bin6 !$GTrends_bin5 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) 
0.44,0.61,0.93,0.42,0.5,0.38,or(and(!$GoldPrice_bin6 !$GTrends_bin5 $TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) $TransactionVolume_USD_bin3) 
0.44,0.61,0.93,0.42,0.5,0.38,and(or(and(!$GoldPrice_bin6 !$GTrends_bin5 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin0) 
