training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.58,0.71,0.91,0.83,0.33,0.21,and(or(!$MarketCap_bin2 $TransactionVolume_USD_bin0) !$MempoolSize_bin5 !$MinningDifficulty_bin0) 
0.48,0.65,0.91,0.33,0.5,0.15,and(or($HashRate_bin3 $TransactionVolume_USD_bin0) !$MempoolSize_bin5 !$MinningDifficulty_bin0) 
0.48,0.65,0.91,0.33,0.5,0.15,and(or(and(!$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1) $GoldPrice_bin1) !$MempoolCount_bin5) 
0.48,0.65,0.91,0.33,0.5,0.15,and(or(and(!$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1) $GoldPrice_bin1) !$MempoolSize_bin5) 
0.47,0.64,0.91,0.33,0.5,0.15,and(or($HashRate_bin2 !$MinningDifficulty_bin0) !$MempoolCount_bin5 !$TransactionVolume_USD_bin1) 
0.47,0.64,0.91,0.33,0.5,0.15,and(or($HashRate_bin2 !$MinningDifficulty_bin0) !$MempoolSize_bin5 $TransactionVolume_USD_bin0) 
0.46,0.64,0.91,0.33,0.5,0.15,and(or($GoldPrice_bin1 $TransactionVolume_USD_bin0) !$MempoolSize_bin5 !$MinningDifficulty_bin0) 
0.46,0.64,0.91,0.33,0.5,0.15,and(or($GoldPrice_bin1 !$TransactionVolume_USD_bin1) !$MempoolCount_bin5 !$MinningDifficulty_bin0) 
0.46,0.64,0.91,0.33,0.5,0.15,and(or($GoldPrice_bin1 !$TransactionVolume_USD_bin1) !$MempoolSize_bin5 !$MinningDifficulty_bin0) 
0.45,0.63,0.91,0.33,0.5,0.15,and(or($GoldPrice_bin1 !$MinningDifficulty_bin0) !$MempoolCount_bin5 !$TransactionVolume_USD_bin1) 
