training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.67,0.79,1.0,0.41,0.5,0.58,and(or(and(!$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$MarketCap_bin1) 
0.6,0.75,1.0,0.41,0.53,0.64,and(or(and(!$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$MarketCap_bin1 !$BlockSize_bin0) 
0.47,0.67,1.0,0.29,0.47,0.56,and(or(and(!$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$MarketCap_bin1 !$TransactionFee_bin1) 
0.6,0.71,0.9,0.35,0.47,0.55,or(and(or($TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$TransactionPerDay_bin8) $BlockSize_bin9) 
0.6,0.71,0.9,0.35,0.5,0.6,or(and(or($TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin2) $BlockSize_bin9) 
0.73,0.79,0.92,0.59,0.4,0.48,and(or(and(!$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$HashRate_bin3) 
0.67,0.75,0.91,0.53,0.47,0.53,or(and(!$MarketCap_bin1 !$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) 
0.6,0.71,0.9,0.47,0.33,0.42,and(or(and(!$HashRate_bin9 $TransactionFee_bin0) $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$TransactionPerDay_bin0) 
0.6,0.71,0.9,0.35,0.5,0.6,or(and(or($TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) $BlockSize_bin9) 
0.67,0.75,0.91,0.41,0.47,0.54,or(and(or($BlockSize_bin0 $TransactionPerDay_bin7 $TransactionVolume_USD_bin0) !$TransactionPerDay_bin8 !$TransactionVolume_USD_bin2) $BlockSize_bin9) 
