Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TransactionPerDay,TransactionFee,TransactionVolume_USD
2016-07-14,658.08,10370714378,822046,1378.2,37,1379055.35,4538665.0,4538665.0,213399000000,217511,53.55,98511400
2016-07-15,663.26,10453381650,809265,1374.0,39,1506352.77,3914539.75,3914539.75,213399000000,223608,58.38,81673104
2016-07-16,660.77,10415413843,782482,1375.9,33,1432095.94,2595855.5,2595855.5,213399000000,211326,55.22,50330200
2016-07-17,679.46,10711263460,695142,1375.9,40,1665474.54,4132459.0,4132459.0,213399000000,182268,50.67,74407904
2016-07-18,673.11,10612299585,705793,1375.9,34,1580609.59,8918986.5,8918986.5,213399000000,170550,47.87,69465000
2016-07-19,672.86,10609525767,809202,1379.3,38,1581302.69,3230416.0,3230416.0,213493000000,222617,59.69,61203300
2016-07-20,665.68,10497527596,874870,1366.7,36,1358434.53,2605997.0,2605997.0,213493000000,221852,61.86,94636400
2016-07-21,665.01,10487976073,791752,1379.2,36,1591915.46,4927945.0,4927945.0,213493000000,225540,64.19,60491800
2016-07-22,650.62,10261989674,818021,1372.5,33,1411498.38,2479668.5,2479668.5,213493000000,222328,60.41,134169000
2016-07-23,655.56,10340881944,864614,1368.3,31,1369047.3,5941172.5,5941172.5,213493000000,220589,65.19,69532200
2016-07-24,661.28,10432244355,823729,1368.3,31,1390272.84,1867842.5,1867842.5,213493000000,196879,60.03,118184000
2016-07-25,654.1,10319876749,794320,1368.3,33,1337208.99,6723699.5,6723699.5,213493000000,184528,51.47,78176496
2016-07-26,651.78,10284392843,904762,1369.6,42,1400885.61,9645416.0,9645416.0,213493000000,238469,69.86,225135008
2016-07-27,654.35,10325917979,928327,1378.1,34,1369047.3,12551129.0,12551129.0,213493000000,237160,70.79,147460992
2016-07-28,655.03,10337749269,914784,1384.9,30,1358434.53,4544973.5,4544973.5,213493000000,230247,74.91,86428400
