training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.68,1.0,0.41,0.53,0.64,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) !$MarketCap_bin1) 
0.57,0.73,1.0,0.29,0.4,0.45,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) !$BlockSize_bin1) 
0.57,0.73,1.0,0.47,0.53,0.62,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) !$HashRate_bin3) 
0.57,0.73,1.0,0.29,0.43,0.5,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) !$BlockSize_bin1 !$HashRate_bin3) 
0.5,0.68,1.0,0.41,0.53,0.64,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) or(!$MarketCap_bin1 $TransactionVolume_USD_bin4)) 
0.57,0.73,1.0,0.47,0.5,0.57,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) or(!$BlockSize_bin1 !$MempoolSize_bin9)) 
0.57,0.73,1.0,0.47,0.5,0.57,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) or(!$BlockSize_bin1 !$MinningDifficulty_bin2)) 
0.57,0.73,1.0,0.47,0.5,0.57,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) and($TransactionFee_bin1 $TransactionFee_bin4) $TransactionFee_bin0) or(!$HashRate_bin3 !$MempoolCount_bin9)) 
0.57,0.68,0.89,0.47,0.5,0.57,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) $TransactionFee_bin0) 
0.64,0.73,0.9,0.53,0.43,0.5,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin3 !$TransactionVolume_USD_bin2) $TransactionFee_bin0 $TransactionFee_bin4) 
