training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.61,0.8,0.18,0.4,0.18,and(or($MempoolCount_bin6 $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) !$MempoolSize_bin5) 
0.43,0.61,0.8,0.18,0.4,0.18,and(or($MempoolSize_bin6 $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) !$MempoolSize_bin5) 
0.43,0.61,0.8,0.18,0.4,0.18,and(or($MempoolCount_bin6 $MempoolSize_bin6 $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) !$MempoolSize_bin5) 
0.43,0.61,0.8,0.18,0.4,0.18,and(or(and($MempoolCount_bin6 $MempoolSize_bin6) $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) !$MempoolSize_bin5) 
0.45,0.63,0.83,0.18,0.4,0.18,and(or(and(!$MinningDifficulty_bin1 $TransactionPerDay_bin7) $BlockSize_bin8 $TransactionPerDay_bin9 $TransactionVolume_USD_bin2) or(!$MarketCap_bin2 $GoldPrice_bin0)) 
0.45,0.62,0.8,0.18,0.4,0.18,and(or(!$MarketCap_bin2 $GoldPrice_bin0) or($BlockSize_bin8 $TransactionPerDay_bin7 $TransactionPerDay_bin9 $TransactionVolume_USD_bin2)) 
0.41,0.59,0.76,0.0,0.63,-1.0,or(and($BlockSize_bin8 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin7 $TransactionPerDay_bin7) 
0.41,0.59,0.76,0.0,0.63,-1.0,or(and($BlockSize_bin8 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin7 $TransactionPerDay_bin9) 
0.45,0.59,0.74,0.18,0.4,0.18,or($MempoolCount_bin6 $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) 
0.45,0.59,0.74,0.18,0.4,0.18,or($MempoolSize_bin6 $TransactionPerDay_bin7 $TransactionVolume_USD_bin2) 
