training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.39,0.56,0.73,0.56,0.4,0.45,and(!$HashRate_bin8 !$MempoolCount_bin5 $TransactionVolume_USD_bin1) 
0.39,0.56,0.73,0.56,0.4,0.45,and(!$HashRate_bin8 !$MempoolSize_bin5 $TransactionVolume_USD_bin1) 
0.44,0.57,0.7,1.0,0.53,0.53,and(!$MempoolCount_bin5 $TransactionVolume_USD_bin1) 
0.44,0.57,0.7,1.0,0.53,0.53,and(!$MempoolSize_bin5 $TransactionVolume_USD_bin1) 
0.57,0.61,0.7,1.0,0.53,0.53,or($HashRate_bin6 !$TransactionVolume_USD_bin0) 
0.57,0.61,0.7,1.0,0.53,0.53,or($HashRate_bin6 $TransactionVolume_USD_bin1) 
0.54,0.61,0.72,1.0,0.53,0.53,or(and(!$TransactionPerDay_bin4 !$TransactionVolume_USD_bin0) $HashRate_bin6) 
0.38,0.54,0.7,1.0,0.53,0.53,and(!$TransactionFee_bin4 !$TransactionVolume_USD_bin0) 
0.39,0.56,0.73,0.44,0.43,0.47,and(!$GTrends_bin2 !$HashRate_bin8 !$MempoolCount_bin5 $TransactionVolume_USD_bin1) 
0.39,0.56,0.73,0.44,0.43,0.47,and(!$GTrends_bin2 !$HashRate_bin8 !$MempoolSize_bin5 $TransactionVolume_USD_bin1) 
