training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.53,0.71,1.0,0.2,0.4,0.67,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$BlockSize_bin4) 
0.53,0.71,1.0,0.25,0.43,0.71,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$GoldPrice_bin3) 
0.53,0.71,1.0,0.2,0.47,1.0,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$GTrends_bin3) 
0.59,0.75,1.0,0.25,0.43,0.71,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$HashRate_bin8) 
0.65,0.79,1.0,0.25,0.43,0.71,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$MempoolCount_bin4) 
0.65,0.79,1.0,0.25,0.43,0.71,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$MempoolSize_bin4) 
0.65,0.79,1.0,0.2,0.4,0.67,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$TransactionPerDay_bin6) 
0.53,0.71,1.0,0.2,0.47,1.0,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$GTrends_bin3 !$HashRate_bin8) 
0.59,0.75,1.0,0.2,0.4,0.67,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) !$HashRate_bin8 !$TransactionPerDay_bin6) 
0.53,0.71,1.0,0.2,0.4,0.67,and(or(and($GTrends_bin0 !$MempoolCount_bin0 !$MempoolSize_bin8 $TransactionVolume_USD_bin0) $MinningDifficulty_bin3) or(!$BlockSize_bin4 $MinningDifficulty_bin0)) 
