training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.6,0.96,0.4,0.37,0.38,and(!$BlockSize_bin0 $GTrends_bin0 !$TransactionFee_bin3) 
0.42,0.59,0.98,0.33,0.4,0.38,and(!$BlockSize_bin0 !$BlockSize_bin9 $GTrends_bin0 !$TransactionFee_bin3) 
0.48,0.62,0.95,0.53,0.37,0.4,and(!$BlockSize_bin0 $GTrends_bin0 !$TransactionPerDay_bin7) 
0.45,0.6,0.96,0.4,0.37,0.38,and(!$BlockSize_bin0 $GTrends_bin0 !$GTrends_bin1 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $BlockSize_bin6) $GTrends_bin0 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $BlockSize_bin9) $GTrends_bin0 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $GTrends_bin1) $GTrends_bin0 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $HashRate_bin5) $GTrends_bin0 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $MempoolCount_bin5) $GTrends_bin0 !$TransactionFee_bin3) 
0.45,0.6,0.96,0.4,0.37,0.38,and(or(!$BlockSize_bin0 $MempoolSize_bin5) $GTrends_bin0 !$TransactionFee_bin3) 
